Nalu Norm Post Processing.......
Field        Step        Time  Node Count         Loo          L1          L2
    velocity[1]          18       0.045       18513  0.00949232  0.00203137  0.00284171
    velocity[2]          18       0.045       18513  0.00117689 5.87471e-05 0.000135972
        dpdx[0]          18       0.045       18513     31.4113    0.985703     4.78294
        dpdx[1]          18       0.045       18513     31.0924    0.976802     4.77835
        dpdx[2]          18       0.045       18513    0.015623  0.00100291  0.00216612
    velocity[0]          19      0.0475       18513   0.0100416  0.00249327  0.00337098
    velocity[1]          19      0.0475       18513  0.00965953  0.00206125  0.00286734
    velocity[2]          19      0.0475       18513  0.00124375 6.07307e-05  0.00014117
        dpdx[0]          19      0.0475       18513     31.4086    0.986758     4.78913
        dpdx[1]          19      0.0475       18513     31.1313    0.978654     4.78515
        dpdx[2]          19      0.0475       18513    0.016893 0.000975598  0.00212206
    velocity[0]          20        0.05       18513   0.0101886  0.00253444  0.00341833
    velocity[1]          20        0.05       18513  0.00980911  0.00208441  0.00287855
    velocity[2]          20        0.05       18513  0.00130753  6.2517e-05 0.000145967
        dpdx[0]          20        0.05       18513     31.1943    0.977715     4.75495
        dpdx[1]          20        0.05       18513     30.9702    0.970365     4.75181
        dpdx[2]          20        0.05       18513    0.017981 0.000943255  0.00207602
